Sentence,class,file
The galaxy light proles and bulge-disk decomposition results are available at the Centre de Donn ees astronomiques de Strasbourg (CDS; http://cds.u-strasbg.fr/ ) and the author's own website ( http://www.astro.queensu.ca/virgo ).,OADS,1105.0002v2.pdf
1http://goldmine.mib.infn.it/,Non-OADS,1105.0002v2.pdf
"The ratio of our instrumental magnitudes for those stars to those provided by 2MASS enabled a calibration of all of our photometry at each pixel, independent of any airmass or photometric variations 3http://astronomy.nmsu.edu/holtz/xvista/index.html",OADS,1105.0002v2.pdf
"Thanks to its extended sky coverage, SDSS should achieve accurate sky level measure- ments ( http://www.sdss.org/dr5/algorithms/flat field.html ).",Non-OADS,1105.0002v2.pdf
10 the griz andH-band surface brightness proles for 12 of the 286 VCC galaxies in our main sample (see http://www.astro.queensu.ca/virgo/ for the full collection).,Non-OADS,1105.0002v2.pdf
The parametric and non-parametric structural measurements for our 286 VCC galaxies in thegriz andHbands are provided online at the CDS ( http://cds.u-strasbg.fr/ ) and our private website ( http://www.astro.queensu.ca/virgo/ ).,OADS,1105.0002v2.pdf
The galaxy light proles and results of bulge-disk decomposi- tions are available online at the CDS ( http://cds.u-strasbg.fr/ ) and our own website (http://www.astro.queensu.ca/virgo/ ).,OADS,1105.0002v2.pdf
(The SB proles for all 286 galaxies are available online at http://www.astro.queensu.ca/virgo/).,OADS,1105.0002v2.pdf
"ACKNOWLEDGMENTS RNandATweresupported inpartbyNASAgrantNNX11AE16G and NSF grant AST-1041590, and by NSF through TeraGrid re- sources provided by QueenBee of the Louisiana Optical Netwo rk Initiative(http://www.loni.org)andKrakenoftheNationalInstitute forComputational Sciences (http: //www.nics.tennessee.edu)under grant number TG-AST080026N (RN & AT) and TG-AST100040 (AT).AT was supported in part by a Princeton Center for Theor et- ical Science Fellowship.",OADS,1105.0003v2.pdf
"Two sample regions of the ﬁnal stacked and sky-subtracted I-band image are shown in Figure 1: one located ∼9.′5 (10 kpc) from the center of the galaxy and one located at∼22′(22 kpc), both approximately along the minor 7http://nedwww.ipac.caltech.edu/ 8IRAF is distributed by the National Optical Astronomy Ob- servatory, which is operated by the Association of Universi ties for Research in Astronomy (AURA)under cooperative agreement w ith the National Science Foundation.",OADS,1105.0005v1.pdf
9http://www.astro.umd.edu/ ∼veilleux/mmtf/datared.html,OADS,1105.0005v1.pdf
"Photometric calibration was performed using aperture photometry of standard stars in the Landolt ﬁelds SA98, SA101, andSA114takenonthenightsof17–19October 10http://purcell.as.arizona.edu/dolphot/ Figure 2.",OADS,1105.0005v1.pdf
"2011), and caution that large diﬀerences between the assumed and intrinsic metallicities could introduce ∼20% systematic 12http://iac-star.iac.es/iac-star/",Non-OADS,1105.0005v1.pdf
"We compare DefHImeasurements in Figure 1 for galaxies in common for KK04 and G 02 with S02, with the 2http://ganymede.nmsu.edu/holtz/xvista/",OADS,1105.0006v1.pdf
The SDSS W eb Site is http://www.sdss.org/.,Non-OADS,1105.0006v1.pdf
2011. https://web.math.princeton.edu/˜ebrevdo/synsq/.,Non-OADS,1105.0010v3.pdf
"arXiv preprint 1105.1571 , 2011. http://arxiv.org/abs/1105.1571.",Non-OADS,1105.0010v3.pdf
http://www-stat.stanford.edu/ wavelab.,Non-OADS,1105.0010v3.pdf
January 2008. http://www.rle.mit.edu/rgallager/documents/CircSymGauss.pdf.,Non-OADS,1105.0010v3.pdf
http://www.math.ucla.edu/ ∼greene/YauTwister(8-9).pdf.,Non-OADS,1105.0026v2.pdf
"Wylie, “Fixed points o f averages of resolvents: geometry and algorithms”, preprint http://arxiv.org/abs/1102.1478 , February 2011.",Non-OADS,1105.0029v1.pdf
"135–137, 1961. http://projecteuclid.org/euclid.mmj/1028998564 [23] G.J.",Non-OADS,1105.0029v1.pdf
Ava ilable: http://hraunfoss.fcc.gov/edocs_public/attachmatch/F CC-03-289A1.pdf 3.,OADS,1105.0032v1.pdf
"03-237,” http://hraunfoss.fcc.gov/edocs public/attachmatch/FCC-03-289A1.pdf, Nov. 2003.",OADS,1105.0034v1.pdf
"[6] Quellan Inc., “Qhx220 narrowband noise canceller ic.,” http://www.quellan.com/products/qhx220 ic.php.",Non-OADS,1105.0034v1.pdf
Available: http://www.ece.tamu.edu/ ∼xizhang/papers/qos bsselection.pdf.,Non-OADS,1105.0035v1.pdf
"http://math.mit.edu/ goe- mans/PAPERS/permutahedron.pdf, 2010.",Non-OADS,1105.0036v1.pdf
"[9] LEP Electroweak Working Group, http://lepewwg.web.cern.ch/LE PEWWG/ [10] E. De Pree, G. Marshall, M. Sher, Phys.",OADS,1105.0039v2.pdf
"[16] Heavy Flavor Averaging Group, http://www.slac.stanford.edu/ xorg/hfag/; CKM Fit- ter, http://ckmﬁtter.in2p3.fr/.",Non-OADS,1105.0039v2.pdf
"[3]http://www.tutorvista.com/-United States  [4] J. McNair & F. Zhu, June (2004) “Vertical Hando ffs in Fourth-generation Multi-network  Environments”, IEEE Wireless Communications, Vol.",OADS,1105.0043v1.pdf
[7] http://www.mobilab.unina.it/locationing.htm,Non-OADS,1105.0043v1.pdf
"The luminosity correlations involved in this paper are logL 1 erg s−1=a1+b1log/bracketleftbiggτlag(1+z)−1 0.1 s/bracketrightbigg ,(10) logL 1 erg s−1=a2+b2log/bracketleftbiggV(1+z) 0.02/bracketrightbigg ,(11) logL 1 erg s−1=a3+b3log/bracketleftbiggEpeak(1+z) 300 keV/bracketrightbigg ,(12) logEγ 1 erg=a4+b4log/bracketleftbiggEpeak(1+z) 300 keV/bracketrightbigg ,(13) logL 1 erg s−1=a5+b5log/bracketleftbiggτRT(1+z)−1 0.1 s/bracketrightbigg ,(14) 1Seehttp://swift.gsfc.nasa.gov/docs/swift/archive/gr btable.logEγ,iso 1 erg=a6+b6log/bracketleftbiggEpeak(1+z) 300 keV/bracketrightbigg .",OADS,1105.0046v2.pdf
http://www.math-inst.hu/pub/algebraic-logic/olsort.html.,Non-OADS,1105.0047v1.pdf
"PhD thesis, E¨ otv¨ os Lor´ and Univ., Budapest, 2002. http://www.math-inst.hu/pub/algebraic-logic/Contents.html.",Non-OADS,1105.0047v1.pdf
"PhD thesis, E¨ otv¨ os Lor´ and Univ., Budapest, 2009. http://www.renyi.hu/ ∼turms/phd.pdf.",Non-OADS,1105.0047v1.pdf
"[40] Visser, M., “GeneralInterest Articles”, Victoria Universityof Wellington, New Zealand, 1997, http://homepages.mcs.vuw.ac.nz/˜visser/genera l.shtml H. Andr ´eka, I. N ´emeti, G. Sz ´ekely Alfr´ ed R´ enyi Institute of Mathematics of the Hungarian Academy of Sciences Budapest P.O.",Non-OADS,1105.0047v1.pdf
"http://www.hibernate.org/344.html [2] Esponda, F. (2005).",Non-OADS,1105.0049v1.pdf
"Retrieved May 29, 2008, from  http://esa.ackleyshack.com/ndb/   [6] Patel, A., Sharma, N. (2008).",Non-OADS,1105.0049v1.pdf
"Preprint on http://arxiv.org/abs/1210.2835 , 2012.",Non-OADS,1105.0052v4.pdf
1http://wise2.ipac.caltech.edu/docs/release/prelim/,Non-OADS,1105.0055v2.pdf
"In particular, we determine an eective extinction for the ith RRL in the sample as: E(B",Non-OADS,1105.0055v2.pdf
"In doing so, we can hope to study Galactic substructure well into the optically-obscured Galactic plane and further improve the resulting distance 7Note that the current absolute calibration uncertainty of WISE relative to Spitzer is 2.4, 2.8, 4.5% (W1,W2,W3, respectively), as provided in the Explanatory Supplement to the WISE Preliminary Data Re- lease Products | http://wise2.ipac.caltech.edu/docs/release/prelim/expsup/sec4_3g.html .",Non-OADS,1105.0055v2.pdf
The Hipparcos -based distance modulus determination (x2) yields= 7:0420:125. gBlazhko-aected star following from http://www.univie.ac.at/tops/blazhko/Blazhkolist.html,OADS,1105.0055v2.pdf
"Available: http://www-syscom.univ-mlv.fr/ fdupuy/publications.php [28] R. Couillet, M. Debbah, and J. W. Silverstein, “A deterministic equiv- alent for the analysis of correlated MIMO multiple access channels,” IEEE Transactions on Information Theory , vol.",OADS,1105.0060v3.pdf
"Available: http://arxiv.org/abs/1011.3717 [31] J. Hoydis, R. Couillet, and M. Debbah, “Random beamforming over correlated fading channels,” IEEE Transactions on Information Theory , 2011, submitted for publication.",OADS,1105.0060v3.pdf
Available: http://arxiv.org/abs/1001.3102 [33] D. N. C. Tse and S. V .,Non-OADS,1105.0060v3.pdf
"Available: http://arxiv.org/abs/0806.1141 [43] J. Baik and J. W. Silverstein, “Eigenvalues of large sample covariance matrices of spiked population models,” Journal of Multivariate Analysis , vol.",Non-OADS,1105.0060v3.pdf
"Available: http://arxiv.org/abs/1002.3234 [59] H. Akaike, “A new look at the statistical model identiﬁcation,” IEEE Transactions Autom.",OADS,1105.0060v3.pdf
HOW VIRTUAL MACHINES WORK   VMware (http://www.vmware.com/) is a virtual-machin e platform that makes it possible to run  an unmodified operating system as a user-level appl ication.,OADS,1105.0061v1.pdf
Figure 1:  Two Virtual Machines Hosted on One Host Operating System    There are number of VMware appliances (guest OS) av ailable at the website:  http://www.vmware.com/appliances.,OADS,1105.0061v1.pdf
Step 1:  We have already downloaded the free Ubuntu Desktop  version 9.04-i386 (32-bit) ISO  image from http://www.ubuntu.com/GetUbuntu/download .,Non-OADS,1105.0061v1.pdf
This free so ftware can be downloaded from  http://www.vmware.com/products/converter/ with inst allation and conversion instructions.,Non-OADS,1105.0061v1.pdf
The  revised policy on licensing for different Microsoft  products family can be found at:  http://www.microsoft.com/licensing/about-licensing/ virtualization.aspx.,Non-OADS,1105.0061v1.pdf
Students can download non-subscription based rules set from the http://www.snort.org website.,Non-OADS,1105.0061v1.pdf
"REFERENCES   [1]   http://www.vmware.com  [2] W. M. Fuertes, J. E. Lopez de Vergara, “A Quant itative Comparison of Virtual Network  Envrionments based on Performance Measurements,” Proceedings of the 14 th  HP Software  University Association Workshop , Munich, Germany, July 2007.",Non-OADS,1105.0061v1.pdf
"[3]     http://www.dit.upm.es/vnumlwiki/index.php  [4]     http://www.virtualbox.org/  [5]     http://wiki.qemu.org/Main_Page  [6]     http://www.xen.org/  [7]     http://www.vmware.com/files/pdf/VMware_para virtualization.pdf  [8]     http://www.netperf.org/netperf/  [9]     http://www.linuxsecurity.com/docs/SecurityA dminGuide/SecurityAdminGuide-13.html  [10]   http://www.openssh.com/  [11]   http://www.putty.org/  [12]   http://www.wireshark.org/  [13]   http://s-t-d.org/tools.html  [14]   http://www.nmap.org/  [15]   http://www.nessus.org/nessus/  [16]   http://www.snort.org/  [17]   http://ettercap.sourceforge.net/  [18]   http://www.microsoft.com/windows/virtual-pc/   [19]  F. Galan, D. Fernandez, J. Ruiz, O. Walid and  T. de Miguel, “Use of Virtualization Tools in  Computer Network Laboratories,” Proceedings of the 5 th  International Conference on Information  Technology Based Higher Education and Training , pp.",Non-OADS,1105.0061v1.pdf
"A transformation for L´ evy processes with one-sided jumps w ith applications , available at http://arxiv.org/abs/1010.3819, 2010.",OADS,1105.0062v2.pdf
