Sentence,class,file
"This work was partially supported by NSF grant IIS-0915054, and was performed in the context of the LaPushDB project (http://LaPushDB.com/ ).",Non-OADS,1105.2813v1.pdf
[74]http://www.cactuscode.org/ .,Non-OADS,1105.2821v2.pdf
[95]http://wfirst.gsfc.nasa.gov/ .,Non-OADS,1105.2821v2.pdf
[96]http://www.lsst.org .,Non-OADS,1105.2821v2.pdf
6We use the NACO Ks-ﬁlter transmission from the NACO web site: http://www.eso.org/sci/facilities/paranal/inst ruments/naco /inst/ﬁlters.html Fig.,OADS,1105.2822v2.pdf
"However, including QE and mirror 8http://www.gemini.edu/?q=node/10789 9http://www.eso.org/sci/facilities/paranal/instrumen ts/visir/inst/index.html10http://www.eso.org/sci/facilities/paranal/instrumen ts/vircam/inst/ 11http://www2.keck.hawaii.edu/inst/nirc2/ﬁlters.html",Non-OADS,1105.2822v2.pdf
"For example, the following equation is commonly used to compute the extinction slope αfrom JHK(s) colors (Stead & Hoare 2009): EJ−H EH−Ks=/parenleftBig λJ λH/parenrightBigα −1 1−/parenleftBig λKs λH/parenrightBigα (D1) 12http://www.ipac.caltech.edu/2mass/releases/second/d oc/sec3 1b1.html#s16 13http://www.stsci.edu/hst/nicmos/design/ﬁlters14http://ssc.spitzer.caltech.edu/irac/calibrationﬁles /spectralresponse",OADS,1105.2822v2.pdf
"M exico cgg@unam.mx http://turing.iimas.unam.mx/ ~cgg May 17, 2011 Abstract Reductionism has dominated science and philosophy for centuries.",Non-OADS,1105.2827v1.pdf
"1To explore GoL, the reader can download the Golly application at http://golly.sourceforge.net/ 3",Non-OADS,1105.2827v1.pdf
URL http://www.vub.ac.be/CLEA/pub/books/worldviews.,Non-OADS,1105.2827v1.pdf
URL http://www.necsi.org/publications/dcs/ .,Non-OADS,1105.2827v1.pdf
URL http://arxiv.org/abs/math/0411091 .,Non-OADS,1105.2827v1.pdf
http://tinyurl.com/DCSOS2007.,Non-OADS,1105.2827v1.pdf
URL http://tinyurl.com/DCSOS2007 .,Non-OADS,1105.2827v1.pdf
URL http://uk.arxiv.org/abs/nlin.AO/0303020 .,Non-OADS,1105.2827v1.pdf
URL http://uk.arxiv.org/ abs/nlin.AO/0402023 .,Non-OADS,1105.2827v1.pdf
URL http://uk.arxiv.org/abs/cs.CC/0604072 .,Non-OADS,1105.2827v1.pdf
URL http://cogprints.org/6094/ .,Non-OADS,1105.2827v1.pdf
URL http://www.hup.harvard.edu/catalog/VONINF.html .,Non-OADS,1105.2827v1.pdf
URL http://ccl.northwestern.edu/netlogo .,Non-OADS,1105.2827v1.pdf
E-mail address :browekam@nd.edu URL :http://www.nd.edu/ ˜browekam,Non-OADS,1105.2831v1.pdf
1See details on the Pioneer missions at http://www.nasa.gov/centers/ames/missions/ archive/pioneer.html .,Non-OADS,1105.2832v1.pdf
"Credit: http://www.nasa.gov/centers/ames/missions/archive/pioneer.html In virtue of a combination of many factors, the Pioneers were excellent space sondes for pursuing experiments of high precision celestial mechanics.",Non-OADS,1105.2832v1.pdf
"Credit: http://spacephysics.ucr.edu/images/swq2-04.jpg, and http://interstellar.jpl.nasa.gov/interstellar/probe/interstellar/images/ 07BupstrmSuess-25lg.gif",Non-OADS,1105.2832v1.pdf
"82, 664 Solar Wind: Detection Methods and Long-term Fluctuations, at http://herkules.oulu.",Non-OADS,1105.2832v1.pdf
"Voyager 1 Observations and Parker’s Model of Interplanetary Magnetic Field (IPMF) Strength, http://spacephysics.ucr.edu/images/swq2-04.jpg,http:// www.phy6.org/Education/wtermin.html Voyager 2 Observations and Model Prediction of IPMF Strength, at http:// interstellar.jpl.nasa.gov/interstellar/probe/interstellar/ images/07BupstrmSuess-25lg.gif Whitmire, D. P .",OADS,1105.2832v1.pdf
"[33] http://functions.wolfram.com/MathieuandSpheroidalFunction s/MathieuCharacteristicA /06/01/01/ [34] Wolf, G. (2010), “Mathieu Functions and Hills Equation”, in Olver, Frank W. J.; Lozier, Daniel M.; Boisvert, Ronald F. et al., NIST Handbook of Mathematical Functions, Cam- bridge University Press, ISBN 978-0521192255 [http://dlmf.nist.go v/28.8#iv].",Non-OADS,1105.2836v2.pdf
This means that the values f or the system we quotehere areactually thosethat arequoted in NEDwhen ones earches for NGC 3690 3http://nedwww.ipac.caltech.edu/ 4http://leda.univ-lyon1.fr/ Figure 1.,Non-OADS,1105.2837v1.pdf
If this extinct ion pref- 5http://graspa.oapd.inaf.it/ 6http://www.cbat.eps.harvard.edu/lists/Supernovae.ht mlerentiallyobscures acertaintype ofeventfromdiscovery o veroth- ers then this may affect the current analysis.,Non-OADS,1105.2837v1.pdf
Here we 7downloaded from http://ssc.spitzer.caltech.edu/spitze rdataarchives/ 8obtained from http://galex.stsci.edu/GalexView/ Figure 2.,Non-OADS,1105.2837v1.pdf
"This note largely summarizes material posted at http://lhcnewphysics.org/ , which includes simplied model denitions, Monte Carlo material, and supporting contacts within the theory community.",Non-OADS,1105.2838v1.pdf
"However, good reference models are certainly missing; we invite readers to point these out, and to contribute new simplied models to the web database at http://lhcnewphysics.org/ .",Non-OADS,1105.2838v1.pdf
Most of the simplied models described in this document are discussed in more detail in write-ups at http://lhcnewphysics.org/ [22].,Non-OADS,1105.2838v1.pdf
indicates that there are additional models that do not have write ups currently available on http://lhcnewphysics.org .,Non-OADS,1105.2838v1.pdf
"[1] Characterization of New Physics at the LHC-I (ATLAS/CMS/LPCC Workshop at CERN), http://indico.cern.ch/conferenceOtherViews.py?view=standard&confId= 94910 , 2010.",Non-OADS,1105.2838v1.pdf
"[2] Characterization of New Physics at the LHC- II (ATLAS/CMS/LPCC Workshop at CERN), http://indico.cern.ch/conferenceDisplay.py?confId=107769 , 2010.",Non-OADS,1105.2838v1.pdf
"[7] The ATLAS Collaboration, SUSY Searches at ATLAS in Multilepton Final States with Jets and Missing Transverse Energy (ATLAS-CONF-2011-039), http://cdsweb.cern.ch/ record/1338568/ , 2011.",OADS,1105.2838v1.pdf
"[9] CMS Collaboration, Inclusive search for squarks and gluinos at sqrt(s) = 7 TeV (CMS-PAS- SUS-10-009), http://cdsweb.cern.ch/record/1338577/ , 2011.",OADS,1105.2838v1.pdf
"[10] CMS Collaboration, Search for a missing energy signature from New Physics in di-jet and multi-jet events (CMS-PAS-SUS-11-001), http://cdsweb.cern.ch/record/1342547 , 2011.",OADS,1105.2838v1.pdf
"[11] CMS Collaboration, Search for new physics at CMS with jets and missing momentum (CMS- PAS-SUS-10-005), http://cdsweb.cern.ch/record/1343076 , 2011.",OADS,1105.2838v1.pdf
"[12] SLAC Topologies for Early LHC Searches Workshop, http://www-conf.slac.stanford.",Non-OADS,1105.2838v1.pdf
"[16] SUSY Recast Workshop, http://particle.physics.ucdavis.edu/workshops/doku.php?",Non-OADS,1105.2838v1.pdf
"[22] LHC New Physics Working Group, http://lhcnewphysics.org .",Non-OADS,1105.2838v1.pdf
"Throughout the pre-impulsive phase, when a non-thermal HXR source is observed in the corona (initially with no detectable footpoint emission) cospatial with a                                                              3 http://hesperia.gsfc.nasa.gov/rhessidatacenter/spectroscopy.html 4 http://www.lmsal.com/solarsoft/ thermal source, the continuum spectrum can be fit by a wide range of model parameters (cf.",OADS,1105.2839v1.pdf
The large fluctuations over short time-scales (~20–60 s) in the hot temperature and emission measure                                                              5 http://sprg.ssl.berkeley.edu/~tohban/wiki/index.php/RHESSI_Visibilities,OADS,1105.2839v1.pdf
"(Ohring, G. and Gruber, 1982) and primary been used to study Earth radiative budget and climate  (Gruber, A. and Krueger, 1984; Mehta, A., and J. Susskind, 1999) The National Oceanic and Atmospheric Administration (NOAA) Climate Prediction Center (http://www.cdc.noaa.gov/) provides daily and monthly OLR data.",OADS,1105.2841v1.pdf
"The ﬁgures were generated by the pro- gram STABLE, which is available from J. P. Nolan’s website http://academic2.american.edu/ ∼jpnolan/.",OADS,1105.2847v1.pdf
Nolan’s website http://academic2.american.edu/ ∼jpnolan/.,Non-OADS,1105.2847v1.pdf
"It is planned to make the prototype Fortran 95 code IMCOM, used to generate the results of this Paper, available to the public; this will be either in its current form or as par t 7http://www.lanl.gov/roadrunner/",Non-OADS,1105.2852v2.pdf
"See, for example, M. A. Nielsen and I. L. Chuang, Quan- tum Computation and Quantum Information (Cambridge Univer- sity Press, Cambridge, 2000) and J. Preskill, Lecture Notes on Quantum Information and Quantum Computation , available at http://www.theory.caltech.edu/people/preskill/ph229.",Non-OADS,1105.2859v2.pdf
Also available o nline at http://arxiv.org/abs/1102.2797.,Non-OADS,1105.2865v1.pdf
"[18] M. Grassl, “Bounds on the minimum distance of linear cod es and quantum codes,” available online at http://www.codetables.de .",Non-OADS,1105.2865v1.pdf
The nnpackage pro- vides containers for such modules that allow to build a sequence of several layers 1Seehttp://torch5.sourceforge.net for more details 2http://torch5.sourceforge.net/manual/nn/index-1.html 12,OADS,1105.2868v1.pdf
There 1http://translate.google.com 15,Non-OADS,1105.2868v1.pdf
These operations are done in parallel to the two sentences in each 2Available at http://www.statmt.org/europarl/ 16,Non-OADS,1105.2868v1.pdf
1http://simple.wikipedia.org - Articles in the Simple English Wikipedia use fewer words and easier grammar than the Ordinary English Wikipedia.,Non-OADS,1105.2868v1.pdf
"The result is a random list of more than nine millions of paragraphs, totalizing more than six hundred ninety 3available at http://download.wikimedia.org/enwiki/ 33",Non-OADS,1105.2868v1.pdf
"All of the ﬁgures are created using the TikZ package and I would like to thank Thomas Trzeciak for his spherical drawing code that I modiﬁed to create Figure 4, which can be found at http://www.latex-community.org/forum/viewtopic.php?",Non-OADS,1105.2883v2.pdf
"[11]J. Cristina ,Gromov-Hausdorﬀ convergence of metric spaces ,http://www.helsinki.fi/ ~cristina/pdfs/gromovHausdorff.pdf (2008).",Non-OADS,1105.2883v2.pdf
"[30]A. Petrunin ,Alexandrov meets Lott-Villani-Sturm ,http://arxiv.org/abs/1003.5948v1 , (2010).",Non-OADS,1105.2883v2.pdf
"OPTIMAL TRANSPORT AND RICCI CURVATURE: WASSERSTEIN SPACE O VER THE INTERVAL 47 [35] ,Entropic measure on multidimensional spaces ,http://arxiv.org/abs/0901.1815 , (2009).",Non-OADS,1105.2883v2.pdf
"These are available online, along with all code for reproducing the computational results described, at http://bitbucket.org/ketch/layeredmediashocks/src .",OADS,1105.2892v1.pdf
"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, andreproduction in any medium, provided the original work is properly cited.Hosseini and Marvasti EURASIP Journal on Image and Video Processing 2013, 2013 :15 http://jivp.eurasipjournals.com/content/2013/1/15",Non-OADS,1105.2899v2.pdf
"Table 1 The entropy of test images Image Entropy Baboon 7.36 Barbara 7.63 Boat 7.19 Couple 7.06 Hill 7.48 Lena 7.45 Man 7.19 F16 6.58 Peppers 7.30 Average 7.25Hosseini and Marvasti EURASIP Journal on Image and Video Processing 2013, 2013 :15 Page 2 of 7 http://jivp.eurasipjournals.com/content/2013/1/15",Non-OADS,1105.2899v2.pdf
"Table 2 Restoration results in PSNR (dB) for image Lena corrupted by various densities of SPN 50% 60% 70% 80% 90% Median Filter 15.27 12.35 10.01 8.14 6.64 OCS [4] 30.63 30.55 29.71 27.95 25.58 EPA [5] 34.10 32.66 31.03 29.01 26.04 SAWM [6] 33.82 32.32 30.69 28.84 26.17 DAM [7] 32.78 31.24 29.68 27.95 25.54 CM[8] 33.85 32.11 30.71 28.59 26.02 FEMF [9] 33.28 31.64 30.18 28.47 25.94 AIM [Proposed] 34.17 32.82 31.40 29.82 27.52Hosseini and Marvasti EURASIP Journal on Image and Video Processing 2013, 2013 :15 Page 3 of 7 http://jivp.eurasipjournals.com/content/2013/1/15",Non-OADS,1105.2899v2.pdf
"(a)Barbara ,(b)Boat , (c)Couple ,(d)Hill,(e)Man ,(f)F16.Hosseini and Marvasti EURASIP Journal on Image and Video Processing 2013, 2013 :15 Page 4 of 7 http://jivp.eurasipjournals.com/content/2013/1/15",Non-OADS,1105.2899v2.pdf
"(a) Corrupted image (5.91 dB), ( b) EPA [7] (26.03 dB), ( c) SAWM [8] (26.15 dB) and ( d) AIM [Proposed] (27.45 dB).Hosseini and Marvasti EURASIP Journal on Image and Video Processing 2013, 2013 :15 Page 5 of 7 http://jivp.eurasipjournals.com/content/2013/1/15",Non-OADS,1105.2899v2.pdf
"(a) Corrupted image (5.39 dB), ( b) EPA [7] (20.41 dB), ( c) SAWM [8] (21.89 dB) and ( d) AIM [Proposed] (23.51 dB).Table 4 Runtime in seconds for various densities of SPN in the MATLAB environment 50% 60% 70% 80% 90% Median Filter 0.006 0.006 0.006 0.006 0.006 OCS [4] 13.1 13.5 13.8 14.0 14.4 EPA [5] 0.64 0.74 0.82 0.86 0.88 SAWM [6] 7.0 7.7 8.8 10.1 10.9 DAM [7] 2.1 2.6 2.9 3.4 4.1 CM[8] 10.8 16.9 18.4 23.0 28.5 FEMF [9] 2.3 2.9 3.2 3.7 4.3 AIM [Proposed] 0.17 0.19 0.22 0.29 0.38 Table 5 Restoration results in PSNR (dB) for image Lena corrupted by 80% FRIN Noise range PSNR Low- intensityHigh- intensityBDND [10]NFT [11]TSSM [12]AIM [Proposed] [0 9] [246 255] 18.79 25.16 28.55 29.85 [0 29] [226 255] 19.07 23.67 28.42 29.78 [0 49] [206 255] 17.31 22.83 25.16 26.22Hosseini and Marvasti EURASIP Journal on Image and Video Processing 2013, 2013 :15 Page 6 of 7 http://jivp.eurasipjournals.com/content/2013/1/15",Non-OADS,1105.2899v2.pdf
"Submit your manuscript to a  journal and beneﬁ  t from: 7 Convenient online submission 7 Rigorous peer review 7 Immediate publication on acceptance 7 Open access: articles freely available online 7 High visibility within the ﬁ  eld 7 Retaining the copyright to your article     Submit your next manuscript at 7 springeropen.comHosseini and Marvasti EURASIP Journal on Image and Video Processing 2013, 2013 :15 Page 7 of 7 http://jivp.eurasipjournals.com/content/2013/1/15",Non-OADS,1105.2899v2.pdf
": On some viewpoints of Tarek El Diwany about Islam ic Fi- nance.Posted on http://introductiontorpsf.blogspot.com (January 2011) [5] Bergstra,J.A., Middelburg, C.A.",Non-OADS,1105.2900v1.pdf
"http://www.islamic-finance.com (from 1997 onwards) [14] El-Gamal, M.A.",Non-OADS,1105.2900v1.pdf
"Posted on http://www.globalwebpost.com/farooqm/main.htm (2005) [17] Farooq, M.O.",Non-OADS,1105.2900v1.pdf
": Translation of Summa The- ologica by St. Thomas Aquinas, 2nd revised edition, Available online on http://www.newadvent.org/summa/3078.htm (1920) [20] Nomani, F.: The interpretative debate of the classical Is- lamic jurists on riba(Usury).",Non-OADS,1105.2900v1.pdf
"4, the online journal of MEEA, http://www.luc.edu/orgs/meea/volume4/meea4.htm (2002) [21] Lewison, M.: Conﬂicts of interest?",Non-OADS,1105.2900v1.pdf
*Corresponding Author 13 http://sites.google.com/site/ijcsis/  ISSN 1947-5500,Non-OADS,1105.2902v1.pdf
"The possibility of drawing the house plane is  provided in this simulator, so the user can define all   14 http://sites.google.com/site/ijcsis/  ISSN 1947-5500",Non-OADS,1105.2902v1.pdf
15 http://sites.google.com/site/ijcsis/  ISSN 1947-5500,Non-OADS,1105.2902v1.pdf
16 http://sites.google.com/site/ijcsis/  ISSN 1947-5500,Non-OADS,1105.2902v1.pdf
17 http://sites.google.com/site/ijcsis/  ISSN 1947-5500,Non-OADS,1105.2902v1.pdf
18 http://sites.google.com/site/ijcsis/  ISSN 1947-5500,Non-OADS,1105.2902v1.pdf
"For propensity score matching, we used the R package MatchIt (http://gking.harvard.edu/matchit) and the optimal caliper size recommended by Austin [5], which equals to 0 :2 times the standard deviation of the propensity score on its logit scale.",Non-OADS,1105.2917v1.pdf
"Keywords:  map, journal, overlay, inte ractive, VOSViewer, Gephi                                                     a Amsterdam School of Communications Research (ASCoR), University of Amsterdam,  Kloveniersburgwal 48, 1012 CX  Amsterdam, The Netherlands; loet@leydesdorff.net ;  http://www.leydesdorff.net  .",Non-OADS,1105.2925v1.pdf
Although at a large scale the global maps may seem                                                     1 Publish or Perish is available at http://www.harzing.com/pop.htm .,Non-OADS,1105.2925v1.pdf
2 Pajek is available for non-commercial usage at http://vlado.fmf.uni-lj.si/pub/networks/pajek/ .,Non-OADS,1105.2925v1.pdf
6                                                    4 VOSViewer is freely available at http://www.vosviewer.com .,Non-OADS,1105.2925v1.pdf
5 Gephi is freely available at http://gephi.org .,Non-OADS,1105.2925v1.pdf
The global map is available online at  http://www.leydesdorff.net/j ournalm  aps/forceatlas.htm .,OADS,1105.2925v1.pdf
"Alternatively, one can dow nload the gexf file (available at  http://www.leydesdorff.net/j ournalm aps/forceatlas.gexf ) and read this file into Gephi,   17",OADS,1105.2925v1.pdf
which is f reely available at http://gephi.org .,Non-OADS,1105.2925v1.pdf
