Sentence,class,file
"[8] W. McCune, Prover9 and Mace4, version LADR–2009–11A, http://www.cs.unm.edu/ ~mccune/prover9/ [9] B. Schein, On the theory of inverse semigroups and generalized g rouds,Amer.",Non-OADS,1004.0007v1.pdf
1Thecatalogispublishedonlineat http://fermi.gsfc.nasa.gov/ssc/data/access/lat/1yr_ catalog/,OADS,1004.0017v1.pdf
"E-mail address :ott@math.uh.edu URL :http://www.cims.nyu.edu/ ott (Mikko Stenlund) Courant Institute of Mathematical Sciences, New York, NY 10012, USA; Department of Math- ematics and Statistics, P.O.",Non-OADS,1004.0019v1.pdf
E-mail address :mikko@cims.nyu.edu URL :http://www.math.helsinki.fi/mathphys/mikko.html 27,Non-OADS,1004.0019v1.pdf
Image re- gions aﬀected by saturated stars and detector artefacts wer e 2http://www.cfht.hawaii.edu/Science/CFHTLS/,Non-OADS,1004.0020v1.pdf
[26] GEANT http://wwwasd.web.cern.ch/wwwasd/geant/.,OADS,1004.0021v1.pdf
[16] AQUA’s home page at http://aqua.dwavesys.com,Non-OADS,1004.0023v1.pdf
"Availabl e as: http://math.huji.ac.il/~piz/documents/Diffeology.pd f [KM97] A. Kriegl and P. W. Michor, The convenient setting of global analysis .",Non-OADS,1004.0031v4.pdf
"Available as: http://people.mpim-bonn.mpg.de/teichner/Math/Survey sfiles/MPI.pdf [SW] U. Schreiber and K. Waldorf, “Connections on non-abeli an gerbes and their holonomy”.",Non-OADS,1004.0031v4.pdf
http://www.dsp.ece.rice.edu/cs/ .,Non-OADS,1004.0033v1.pdf
"N 7NundertakenNusingNtheNInfraredNArrayNCameraN(IRAC;NF azioNetNal.N2004),N andNemployedNfiltersNhavingNisophotalNwavelengthsN( andNbandwidthsN ∆λ )N ofN3.550NµmN(∆λ N=N0.75Nµm),N4.493N µmN(∆λ N=N1.9015N µm),N5.731N µmN(∆λ N =N1.425Nµm)NandN7.872N µmN(∆λ N=N2.905N µm).NTheNnormalNspatialN resolutionNforNthisNinstrumentNvariesNbetweenN~1.7N andN~2NarcsecN(FazioN etNal.N2004),NandNisNreasonablyNsimilarNinNallNofNt heNbands,NalthoughN thereNisNaNstrongerNdiffractionNhaloNatN8  µ mNthanNinNtheNotherNIRACN bands.NThisNleadsNtoNdifferencesNbetweenNtheNpointN sourceNfunctionsN (PSFs)NatN~0.1NpeakNflux.NTheNobservationsNhaveNaNs patialNresolutionNofN 1.2Narcsec/pixel.NN N DetailsNofNtheNprocessingNandNreductionNofNtheseNda taNhaveNbeenN describedN inN theN IRACN dataN handbookN (availableN atN http://ssc.spitzer.caltech.edu/irac/dh/iracdatahand bookN3.0.pdf ),NandNinN previousNpapersNbyNourselvesN(e.g.NPhillipsNetNal.N 2009;NRamos@LariosN&N PhillipsN2009)NandNothers,NandNinvolvesNtheNcreatio nNofNBasicNCalibratedN DataN (BCD)N files,N followedN byN post@BCDN processing;N theN latterN permittingNremovalNofNdefects;NrefinementNofNtheNpo inting,NandNtheN productionN ofN mosaicsN basedN onN multipleN AORsN (Astro nomicalN ObservationNRequests).N N WeNhaveNusedNtheseNdataNtoNproduceNcolourNcodedNcom binedNimagesNinN threeNofNtheNfourNIRACNbands,NwhereN3.6N µmNresultsNareNrepresentedNasN blue,N4.5NµmNasNgreen,NandN8.0N µmNfluxesNareNindicatedNbyNredN(seeNFig.N 1).NTheN5.8  µ mNresultsNwereNnotNusedNforNthisNpurposeNgivenNthat NtheyN appearNtoNbeNsignificantlyNmoreNnoisy.NSeveralNofNt heseNresultsNhaveN alsoNbeenNprocessedNusingNunsharpNmaskingNtechnique s,NwherebyNaN blurredNorN“unsharp”NpositiveNofNtheNoriginalNimage NisNcombinedNwithNtheN negative.NThisNleadsNtoNaNsignificantNenhancementNo fNhigherNspatialN frequencyNcomponents,NandNanNapparentN“sharpening”N ofNtheNimageN (seeNe.g.NLeviN1974).NN N TheN backgroundN emissionN appearsN beN reasonablyN unifo rm,N andN consistsNofNbothNinstrumentalNnoise,NandNlargeNscal eNemissionNfromN diffuseNinterstellarNgasNandNHIINregions.NInNcertai nNcases,NparticularlyN towardsNshorterNwavelengths,NweNalsoNnoteNthatNtheN stellarNbackgroundN canNbecomeNsignificant.NThisNleadsNtoNaNfluctuating NveilNofNweakNpointN sourceNfunctionsNwhichNmay,NinNcertainNcases,NbeNal mostNspatiallyN",Non-OADS,1004.0038v1.pdf
