Sentence,class,file
For all other configuration parameters of pyradiomics feature extraction we used the default settings (see                               http://pyradiomics.readthedocs.io ​  for further information).,OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
​ https://arxiv.org/abs/1807.06089 ​  v2 7,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
The extracted features used for all analyses in this paper are located at:   https://github.com/michaelschwier/QIN-PROSTATE-Repeatability-Radiomics/tree/master/EvalData   Code Availability   Pyradiomics is available at:   https://github.com/Radiomics/pyradiomics ​  ( ​ v1.3.0.post59+g2e6d2c1 ​ )     Code to perform the analysis and figure generation is available at:   https://github.com/michaelschwier/QIN-PROSTATE-Repeatability-Radiomics   This repository also contains example code on how the features were extracted from the image data.,OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
"Depending on the specific structure and feature, normalization may or may not                                            ​ https://arxiv.org/abs/1807.06089 ​  v2 8",Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
​ https://arxiv.org/abs/1807.06089 ​  v2 9,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
​ https://arxiv.org/abs/1807.06089 ​  v2 10,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
​ https://arxiv.org/abs/1807.06089 ​  v2 11,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
​ https://arxiv.org/abs/1807.06089 ​  v2 12,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
​ https://arxiv.org/abs/1807.06089 ​  v2 13,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
"Gevaert, O., Mitchell, L. A., Achrol, A. S., Xu, J., Echegaray, S., Steinberg, G. K., Cheshier, S. H., Napel,                                       S., Zaharchuk, G. & Plevritis, S. K. Glioblastoma Multiforme: Exploratory Radiogenomic Analysis by Using                                    ​ https://arxiv.org/abs/1807.06089 ​  v2 14",Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
at < ​ http://arxiv.org/abs/1612.07003 ​ >   27.,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
Short-term reproducibility of apparent diffusion coefficient estimated from diffusion-weighted MRI of the                                  ​ https://arxiv.org/abs/1807.06089 ​  v2 15,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
"Leijenaar, R. T. H., Nalbantov, G., Carvalho, S., van Elmpt, W. J. C., Troost, E. G. C., Boellaard, R., Aerts,                                                ​ https://arxiv.org/abs/1807.06089 ​  v2 16",Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
​ https://arxiv.org/abs/1807.06089 ​  v2 17,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
​ https://arxiv.org/abs/1807.06089 ​  v2 18,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
​ https://arxiv.org/abs/1807.06089 ​  v2 19,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
​ https://arxiv.org/abs/1807.06089 ​  v2 20,Non-OADS,/arxiv_data/pdf/1807/1807.06089v2.pdf
