Sentence,class,file
"http://dx.doi.org/   10.1083/jcb.20090411 8 Hayashi, Y ., T.R.",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1242/dev.07805 5 Horne-Badovinac, S., and D. Bilder.",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/   10.1002/dvdy.2028 6 Jakubovic, B.D., and S. Jothy.",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1016/   j.yexmp.2006.10.01 0 Kessenbrock, K., G.J.",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1016/j.stem.2013.06.00 5 Kim, M.S., A.M. Saunders, B.Y .",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1016/j.devcel.2004.08.00 4 Kreuger, J., L. Perez, A.J.",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1016/j.devcel.2004.08.00 5 Lander, A.D., J. Kimble, H. Clevers, E. Fuchs, D. Montarras, M. Buckingham,  A.L.",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"10:19. http://dx.doi.org/   10.1186/1741-7007-10-1 9 Li, L., and T. Xie.",Non-OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1146/annurev.cellbio.21   .012704.13152 5 Li, Q., P.W.",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/   10.1016/S0092-8674(02)01079- 6 Llano, E., G. Adam, A.M. Pendás, V .",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1074/jbc.M20012120 0 Manseau, L., A. Baradaran, D. Brower, A. Budhu, F. Elefant, H. Phan, A.V .",Non-OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1002/(SICI)1097-   0177(199707)209:3<310::AID-AJA6>3.0.CO;2- L Margolis, J., and A. Spradling.",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1242/dev.0219 7 Niehrs, C. 2012.",Non-OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1038/nrm347 0 Nystul, T., and A. Spradling.",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1016/j.stem.2007.07.00 9 Nystul, T., and A. Spradling.",OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"184:503– 515. http://dx.doi.org/10.1534/genetics.109.10953 8 Olson, E.R., R. Pancratov, S.S. Chatterjee, B. Changkakoty, Z. Pervaiz, and R.  DasGupta.",Non-OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
"http://dx.doi.org/10.1038/embor.2011.15 9 Page-McCaw, A., J. Serano, J.M.",Non-OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
http://dx.doi.org/10.1016/S1534-   5807(02)00400- 8,OADS,/arxiv_data1/oa_pdf/9e/9a/JCB_201403084.PMC4178971.pdf
This article is distributed under the terms of an Attribution– Noncommercial–Share Alike–No Mirror Sites license for the first six months after the pub - lication date (see http://www.rupress.org/terms).,Non-OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"After six months it is available under a  Creative Commons License (Attribution–Noncommercial–Share Alike 3.0 Unported license,  as described at http://creativecommons.org/licenses/by-nc-sa/3.0/).THE JOURNAL OF CELL BIOLOGY",Non-OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
Online supplemental material is available at http://www.jcb.org/cgi/con - tent/full/jcb.201405058/DC1.,Non-OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
Additional data are available in the JCB  DataViewer at http://dx.doi.org/10.1083/jcb.201405058.dv.,OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
http://dx.doi.org/10.1016/   j.biochi.2005.10.01 1into pPacPl (FBmc0001179; FlyBase) at the SpeI sites.,OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1016/0092-   8674(84)90266- 6 Kim-Ha, J., K. Kerr, and P.M. Macdonald.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1016/0092-8674(95)90393- 3 Ladd, A.N., N. Charlet, and T.A.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi   .org/10.1128/MCB.21.4.1285-1296.200 1 Ladd, A.N., G. Taffet, C. Hartley, D.L.",Non-OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10   .1128/MCB.25.14.6267-6278.200 5 Machuca-Tzili, L.E., S. Buxton, A. Thorpe, C.M.",Non-OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1242/dmm.00415 0 Majczenko, K., A.E.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi   .org/10.1016/j.ajhg.2012.06.01 2 Maves, L., A.J.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1126/science.108903 5 Moore, J., H. Han, and P. Lasko.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1016/j.mod.2009.04.00 2 Morriss, G.R., A.L.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi   .org/10.1007/978-1-61779-343-1_ 8 Nose, A., T. Isshiki, and M. Takeichi.",Non-OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1101/   gad.3.8.123 3 O’Keefe, R.T., A. Mayeda, C.L.",Non-OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10   .1083/jcb.124.3.24 9 Payne, C.M., L.Z.",Non-OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"25:99– 108. http://dx.doi.org/10.1016/0022-510X(75)90190- 2 Philips, A.V ., L.T.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1126/science.280.5364.73 7 Punkt, K. 2002.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"102:189– 198. http://dx.doi.org/10.1016/S0092-8674(00)00024- 6 Salz, H.K.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi   .org/10.1016/j.gde.2011.03.00 1 Savkur, R.S., A.V .",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1038/ng70 4 Schiaffino, S., and C. Reggiani.",Non-OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1152/physrev.00031.201 0 Schiaffino, S., V .",Non-OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1016/S0074-7696(08)61874- 4 Bischof, J., R.K. Maeda, M. Hediger, F. Karch, and K. Basler.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1146/annurev   .biochem.72.121801.16172 0 Blanchette, M., R.E.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
"http://dx.doi.org/10.1101/gad.131420 5 Blanchette, M., R.E.",OADS,/arxiv_data1/oa_pdf/9c/a6/JCB_201405058.PMC4178973.pdf
