Sentence,class,file
"http://dx.doi.org/10.1016/   S0092-8674(01)00193- 3 Gruss, O.J., M. Wittmann, H. Yokoyama, R. Pepperkok, T. Kufer, H. Silljé,  E. Karsenti, I.W.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
http://dx.doi.org/10.1038/   ncb87 0Figure 4 B (left).,Non-OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
Additional data  are available in the JCB DataViewer at http://dx.doi.org/10.1083/ jcb.201302122.dv.,OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.4161/   cc.7.1.515 7 Petri, S., M. Grimmler, S. Over, U. Fischer, and O.J.",Non-OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1083/jcb.20070416 3 Piqué, M., J.M.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1016/j.cell.2007.12.03 8 Sauer, G., R. Körner, A. Hanisch, A. Ries, E.A.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10   .1083/jcb.112.5.92 5 Schindelin, J., I. Arganda-Carreras, E. Frise, V. Kaynig, M. Longair, T.  Pietzsch, S. Preibisch, C. Rueden, S. Saalfeld, B. Schmid, et al.",Non-OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1038/nmeth.201 9 Schmidt, A., J. Kellermann, and F. Lottspeich.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1002/pmic.20040087 3 Schmitz, M.H., M. Held, V. Janssens, J.R. Hutchins, O. Hudecz, E. Ivanova, J.  Goris, L. Trinkle-Mulcahy, A.I.",Non-OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1038/ncb209 2 Sluder, G., and A. Khodjakov.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10   .1042/CBI2010061 2 Stearns, T., L. Evans, and M. Kirschner.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10   .1016/0092-8674(91)90390- K Stein, G.S., J.L.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1038/ncb159 3 Varmark, H. 2004.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1002/   jcb.2001 3 Walczak, C.E., and R. Heald.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1016/   S0074-7696(07)65003- 7 Wittmann, T., H. Boleti, C. Antony, E. Karsenti, and I. Vernos.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1083/jcb.143.3.67 3 Yokoyama, H., O.J.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1083/jcb.20070618 9 Zhang, C., M. Hughes, and P.R.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1038/378578a 0Gurdon, J.B. 1968.",Non-OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1111/j.1471- 4159.2006.03712. x Heald, R., R. Tournebize, T. Blank, R. Sandaltzopoulos, P. Becker, A. Hyman,  and E. Karsenti.",Non-OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
"http://dx.doi.org/10.1038/382420a 0 Held, M., M.H.",OADS,/arxiv_data1/oa_pdf/ca/dc/JCB_201302122.PMC3704989.pdf
