Sentence,class,file
"Tel: +82-2-2290-8390, Fax:+82-2-2297-2380, E-mail: kyjoo@hanyang .ac.kr Copyright ⓒ 2012 by The Korean Society of Pediatric Gastroenterology, Hepatology and Nutrition This is an open ­access article distributed under the terms of the Creative Commons Attribution Non ­Commercial License (http://creativecommons.org/licenses/by-nc/3.0/) which permit s unrestricted non ­commercial use, distribution, and reproduction in any medium, provided the original  work is properly cited.INTRODUCTION 　The prevalence of pediat ric nonalcoholic fatty liver disease (NAFLD) differs according to the  method of diagnosis, but in the United States, it  h a s  b e e n  r e p o r t e d  t o  b e  3 - 1 0 %  i n  a l l  c h i l d r e n ,  a n d",Non-OADS,/arxiv_data1/oa_pdf/47/08/pghn-15-256.PMC3746059.pdf
"As limit-ations of the study by Oh et al., 12 the study was retrospective  and single center experience with relatively small sample size, COMMENTARY Open Access Received: April 24, 2013    Accepted: April 27, 2013 Correspondence:  Ki Baik Hahm Digestive Disease Center, CHA Bundang Medical Center, CHA University,  and CHA Cancer Prevention Research Center, CHA Cancer Institute, 59 Yat - ap-ro, Bundang-gu, Seongnam 463-712, KoreaTel: +82-31-780-5220, Fax: +82-31-780-5219, E-mail:  hahmkb@cha.ac.kr cc This is an Open Access article distributed under the terms of the Creative  Commons Attribution Non-Commercial License (http://creativecommons.org/ licenses/by-nc/3.0) which permits unrestricted non-commercial use, distribution,  and reproduction in any medium, provided the original work is properly cited.Print ISSN 2234-2400 / On-line ISSN 2234-2443 http://dx.doi.org/10.5946/ce.2013.46.4.311 Harmony of Duet over Solo: Use of Midazolam or Propofol   for Sedative Endoscopy in Pediatric Patients Kwang Hyun Ko and Ki Baik Hahm Digestive Disease Center, CHA Bundang Medical Center, CHA University, Seongnam, Korea See “Propofol versus Midazolam for Sedation during Esophagogastroduodenoscopy in Children” by Ji Eun Oh, Hae Jeong  Lee, Y oung Hwan Lee, on page 368-372",Non-OADS,/arxiv_data1/oa_pdf/9e/19/ce-46-311.PMC3746132.pdf
"7,8 New - ly developed ProCore needle looks also promising and many endosonographers are trying to figure out its adoptability COMMENTARY Open Access Received: May 29, 2013    Accepted: June 4, 2013 Correspondence:  Eun Y oung Kim Department of Internal Medicine, Catholic University of Daegu School of  Medicine, 33 Duryugongwon-ro 17-gil, Nam-gu, Daegu 705-718, Korea Tel: +82-53-650-4092, Fax: +82-53-624-3281, E-mail:  kimey@cu.ac.kr cc This is an Open Access article distributed under the terms of the Creative  Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0) which permits unrestricted non-commercial use, distribution,  and reproduction in any medium, provided the original work is properly cited.Print ISSN 2234-2400 / On-line ISSN 2234-2443 http://dx.doi.org/10.5946/ce.2013.46.4.313 Diagnosis of Subepithelial Lesion: Still “Tissue Is the Issue” Eun Young Kim Department of Internal Medicine, Catholic University of Daegu School of Medicine, Daegu, Korea See “Concordance of Endoscopic Ultrasonography-Guided Fine Needle Aspiration Diagnosis with the Final Diagnosis in  Subepithelial Lesions” by Erkan Çağlar, İbrahim Hatemi, Deniz Atasoy, et al., on page 379-383",Non-OADS,/arxiv_data1/oa_pdf/0e/f7/ce-46-313.PMC3746133.pdf
"Only vital surgery should be performed when the pati-ents are still taking aspirin and clopidogrel; unless the hem - orrhage risk is excessive, dual antiplatelet therapy should not COMMENTARY Open AccessPrint ISSN 2234-2400 / On-line ISSN 2234-2443 http://dx.doi.org/10.5946/ce.2013.46.4.315 Continue or Discontinue Dual Antiplatelet Therapy   in Major Surgical or Endoscopic Procedures Young Koog Cheon Digestive Disease Center, Department of Internal Medicine, Konkuk University School of Medicine, Seoul, Korea See “Biliary-Pancreatic Endoscopic and Surgical Procedures in Patients under Dual Antiplatelet Therapy: A Single-Center  Study” by Ahmed Abdel Samie, Michael Stumpf, Rui Sun, et al., on page 395-398 Received: April 8, 2013    Revised: May 15, 2013 Accepted: May 17, 2013 Correspondence:  Y oung Koog Cheon Digestive Disease Center, Department of Internal Medicine, Konkuk Univer - sity Medical Center, Konkuk University School of Medicine, 120 Neungdong- ro, Gwangjin-gu, Seoul 143-729, KoreaTel: +82-2-2030-7490, Fax: +82-2-2030-5029, E-mail:  yksky001@hanmail.net cc This is an Open Access article distributed under the terms of the Creative  Commons Attribution Non-Commercial License (http://creativecommons.org/ licenses/by-nc/3.0) which permits unrestricted non-commercial use, distribution,  and reproduction in any medium, provided the original work is properly cited.",Non-OADS,/arxiv_data1/oa_pdf/43/f4/ce-46-315.PMC3746134.pdf
"Key Words :  Endoscopy; Inflammatory bowel diseases; Crohn disease; Colitis, ulcerativeOpen Access Received: June 20, 2013    Revised: June 26, 2013 Accepted: July 16, 2013 Correspondence:  Byung Ik Jang Department of Internal Medicine, Y eungnam University College of Medicine,  170 Hyeonchung-ro, Nam-gu, Daegu 705-717, Korea Tel: +82-53-620-3830, Fax: +82-53-654-8386, E-mail:  jbi@med.yu.ac.kr cc This is an Open Access article distributed under the terms of the Creative  Commons Attribution Non-Commercial License (http://creativecommons.org/ licenses/by-nc/3.0) which permits unrestricted non-commercial use, distribution,  and reproduction in any medium, provided the original work is properly cited.Print ISSN 2234-2400 / On-line ISSN 2234-2443 http://dx.doi.org/10.5946/ce.2013.46.4.317FOCUSED REVIEW SERIES:  A Perspective: Endoscopy and Imaging in Inflammatory Bowel Disease",Non-OADS,/arxiv_data1/oa_pdf/a2/fe/ce-46-317.PMC3746135.pdf
"Key Words :  Crohn disease; Capsule endoscopy; Balloon assisted endoscopy; Endoscopic balloon dilationOpen Access Received: May 31, 2013    Accepted: July 5, 2013 Correspondence:  Hirokazu Yamagami Department of Gastroenterology, Osaka City University Graduate School of  Medicine, 1-4-3 Asahi-machi, Abeno-ku, Osaka 545-8585, Japan Tel: +81-6-6645-3811, Fax: +81-6-6645-3813 E-mail:  yamagami@med.osaka-cu.ac.jp cc This is an Open Access article distributed under the terms of the Creative  Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0) which permits unrestricted non-commercial use, distribution,  and reproduction in any medium, provided the original work is properly cited.Print ISSN 2234-2400 / On-line ISSN 2234-2443 http://dx.doi.org/10.5946/ce.2013.46.4.321FOCUSED REVIEW SERIES:  A Perspective: Endoscopy and Imaging in Inflammatory Bowel Disease",Non-OADS,/arxiv_data1/oa_pdf/45/c3/ce-46-321.PMC3746136.pdf
"Key Words :  Computed tomography enterography; Inflammatory bowel diseases; Crohn disease; Intestinal tuberculosis; Behcet syndromeOpen Access Received: June 11, 2013    Revised: June 27, 2013 Accepted: June 27, 2013 Correspondence:  Joon Seok Lim Department of Radiology, Y onsei University Health System, Y onsei University  College of Medicine, 50 Y onsei-ro, Seodaemun-gu, Seoul 120-749, Korea Tel: +82-2-2228-2380, Fax: +82-2-393-3035, E-mail:  jslim1@yuhs.ac cc This is an Open Access article distributed under the terms of the Creative  Commons Attribution Non-Commercial License (http://creativecommons.org/ licenses/by-nc/3.0) which permits unrestricted non-commercial use, distribution,  and reproduction in any medium, provided the original work is properly cited.Print ISSN 2234-2400 / On-line ISSN 2234-2443 http://dx.doi.org/10.5946/ce.2013.46.4.327FOCUSED REVIEW SERIES:  A Perspective: Endoscopy and Imaging in Inflammatory Bowel Disease",Non-OADS,/arxiv_data1/oa_pdf/de/de/ce-46-327.PMC3746137.pdf
"Key Words :  Endoscopy, gastrointestinal; Disinfectants; ReprocessingOpen Access Received: February 2, 2013    Accepted: Februry 26, 2013 Correspondence:  Jae Y oung Jang Division of Gastroenterology, Department of Internal Medicine, Kyung Hee  University School of Medicine, 23 Kyungheedae-ro, Dongdaemun-gu, Seoul  130-872, Korea Tel: +82-2-958-8150, Fax: +82-2-968-1848, E-mail:  jyjang@khu.ac.kr cc This is an Open Access article distributed under the terms of the Creative  Commons Attribution Non-Commercial License (http://creativecommons.org/ licenses/by-nc/3.0) which permits unrestricted non-commercial use, distribution,  and reproduction in any medium, provided the original work is properly cited.Print ISSN 2234-2400 / On-line ISSN 2234-2443 http://dx.doi.org/10.5946/ce.2013.46.4.337",Non-OADS,/arxiv_data1/oa_pdf/0a/fc/ce-46-337.PMC3746138.pdf
Available from: http://www.fda.gov/MedicalDevices/DeviceRegula - tionandGuidance/ReprocessingofSingle-UseDevices/ucm133514.htm.,Non-OADS,/arxiv_data1/oa_pdf/0a/fc/ce-46-337.PMC3746138.pdf
"Key Words :  Stents; Upper gastrointestinal tract; Malignancy; ObstructionOpen Access Received: October 18, 2012    Revised: January 2, 2013 Accepted: January 3, 2013 Correspondence:  Joo Y oung Cho Institute for Digestive Research, Digestive Disease Center, Soonchunhyang Uni - versity Hospital, Soonchunhyang University College of Medicine, 59 Daesag - wan-ro, Y ongsan-gu, Seoul 140-743, Korea Tel: +82-2-709-9202, Fax: +82-2-709-9696, E-mail:  cjy6695@dreamwiz.com cc This is an Open Access article distributed under the terms of the Creative  Commons Attribution Non-Commercial License (http://creativecommons.org/ licenses/by-nc/3.0) which permits unrestricted non-commercial use, distribution,  and reproduction in any medium, provided the original work is properly cited.Print ISSN 2234-2400 / On-line ISSN 2234-2443 http://dx.doi.org/10.5946/ce.2013.46.4.342",Non-OADS,/arxiv_data1/oa_pdf/7d/95/ce-46-342.PMC3746139.pdf
