Sentence,class,file
http://dx.doi.org/10.1136/neurint - surg-2015-012193  21.,Non-OADS,/arxiv_data1/oa_pdf/ef/b2/jkns-59-577.PMC5106356.pdf
"Key Words : Meningioma · Magnetic resonance imaging.Clinical Article • Received : June 22, 2016  • Revised : August 12, 2016  • Accepted : August 30, 2016 • Address for reprints : Jin Wook Kim, M.D., Ph.D.  Department of Neurosurgery, Seoul National University Hospital, 101 Daehak-ro, Jongno-gu, Seoul 03080, Korea  Tel : +82-2-2072-2862,  Fax : +82-2-744-8459,  E-mail : wook616@hanmail.net • This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0 )     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.J Korean Neurosurg Soc 59  (6) : 584-589, 2016http://dx.doi.org/10.3340/jkns.2016.59.6.584 Copyright © 2016 The Korean Neurosurgical Society  Print ISSN 2005-3711  On-line ISSN 1598-7876 www.jkns.or.kr",Non-OADS,/arxiv_data1/oa_pdf/73/ee/jkns-59-584.PMC5106357.pdf
"Key Words : Atlantoaxial subluxation · Rheumatoid arthritis · Posterior cervical fusion.Clinical Article • Received : May 30, 2016  • Revised : August 26, 2016  • Accepted : August 30, 2016 • Address for reprints : Hyoung-Joon Chun, M.D., Ph.D.  Department of Neurosurgery, Hanyang University Medical Center, 222-1 Wangsimni-ro, Seongdong-gu, Seoul 04763, Korea  Tel : +82-2-2290-8494,  Fax : +82-2-2281-0954,  E-mail : tdy815@hanyang.ac.kr • This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0 )     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.J Korean Neurosurg Soc 59  (6) : 590-596, 2016http://dx.doi.org/10.3340/jkns.2016.59.6.590 Copyright © 2016 The Korean Neurosurgical Society  Print ISSN 2005-3711  On-line ISSN 1598-7876 www.jkns.or.kr",Non-OADS,/arxiv_data1/oa_pdf/d0/75/jkns-59-590.PMC5106358.pdf
"Department of Neurosurgery, Korea Cancer Center Hospital, Korea Institute of Radiological and Medical Science, 75 Nowon-ro, Nowon-gu, Seoul 01812, Korea   Tel : +82-2-970-1857,  Fax : +82-2-970-1967,  E-mail : 2631@kirams.re.kr • This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0 )     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.J Korean Neurosurg Soc 59  (6) : 597-603, 2016http://dx.doi.org/10.3340/jkns.2016.59.6.597 Copyright © 2016 The Korean Neurosurgical Society  Print ISSN 2005-3711  On-line ISSN 1598-7876 www.jkns.or.kr",Non-OADS,/arxiv_data1/oa_pdf/f5/a3/jkns-59-597.PMC5106359.pdf
"Key Words : Allograft · Hydroxyapatites · Cervical myelopathy · Ossification of posterior longitudinal ligament · Spinal fusion.Clinical Article • Received : May 25, 2016  • Revised : June 2, 2016  • Accepted : September 22, 2016 • Address for reprints : In-Soo Kim, M.D., Ph.D.  Department of Neurosurgery, Keimyung University, School of Medicine, Dongsan Medical Center, 56 Dalseong-ro, Jung-gu, Daegu 41931, Korea  Tel : +82-53-250-7730,  Fax : +82-53-250-7356,  E-mail : neurokim@dsmc.or.kr • This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0 )     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.J Korean Neurosurg Soc 59  (6) : 604-609, 2016http://dx.doi.org/10.3340/jkns.2016.59.6.604 Copyright © 2016 The Korean Neurosurgical Society  Print ISSN 2005-3711  On-line ISSN 1598-7876 www.jkns.or.kr",Non-OADS,/arxiv_data1/oa_pdf/84/b1/jkns-59-604.PMC5106360.pdf
"Key Words : Lumbar vertebrae · Foraminal stenosis · Foraminotomy · L5 root · Lordosis.Clinical Article • Received : September 29, 2016  • Revised : October 6, 2016  • Accepted : October 7, 2016 • Address for reprints : Chung-Kee Chough, M.D., Ph.D.  Department of Neurosurgery, Yeouido St. Mary’s Hospital, The Catholic University of Korea College of Medicine, 10 63-ro, Yeongdeungpo-gu, Seoul 07345, Korea  Tel : +82-2-3779-1187,  Fax : +82-2-786-5809,  E-mail : chough65@gmail.com • This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0 )     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.J Korean Neurosurg Soc 59  (6) : 610-614, 2016http://dx.doi.org/10.3340/jkns.2016.59.6.610 Copyright © 2016 The Korean Neurosurgical Society  Print ISSN 2005-3711  On-line ISSN 1598-7876 www.jkns.or.kr",Non-OADS,/arxiv_data1/oa_pdf/94/d6/jkns-59-610.PMC5106361.pdf
"Clinical Article • Received : September 30, 2016  • Revised : October 11, 2016  • Accepted : October 11, 2016 • Address for reprints : Sung Min Kim, M.D., Ph.D.  Department of Neurosurgery, Kyung Hee University Hospital at Gangdong, 892 Dongnam-ro, Gangdong-gu, Seoul 05278, Korea  Tel : +82-2-440-6286,  Fax : +82-2-440-8404,  E-mail : spinekim@khu.ac.kr • This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0 )     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.J Korean Neurosurg Soc 59  (6) : 615-621, 2016http://dx.doi.org/10.3340/jkns.2016.59.6.615 Copyright © 2016 The Korean Neurosurgical Society  Print ISSN 2005-3711  On-line ISSN 1598-7876 www.jkns.or.kr",Non-OADS,/arxiv_data1/oa_pdf/77/5d/jkns-59-615.PMC5106362.pdf
"Key Words : Chronic subdural hematoma · Subdural hygroma.Clinical Article • Received : April 30, 2015  • Revised : April 11, 2016  • Accepted : July 21, 2016 • Address for reprints : In Bok Chang, M.D., Ph.D.  Department of Neurosurgery, Hallym University Sacred Heart Hospital, 22 Gwanpyeong-ro, 170beon-gil, Dongan-gu, Anyang 14068, Korea  Tel : +82-31-380-3771,  Fax : +82-31-380-3748,  E-mail : nscib71@hanmail.net • This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0 )     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.J Korean Neurosurg Soc 59  (6) : 622-627, 2016http://dx.doi.org/10.3340/jkns.2016.59.6.622 Copyright © 2016 The Korean Neurosurgical Society  Print ISSN 2005-3711  On-line ISSN 1598-7876 www.jkns.or.kr",Non-OADS,/arxiv_data1/oa_pdf/43/28/jkns-59-622.PMC5106363.pdf
"Key Words : Close observation · Chronic subdural hematoma · Treatment.Clinical Article • Received : March 29, 2016  • Revised : July 25, 2016  • Accepted : August 12, 2016 • Address for reprints : Jung Ho Ko, M.D., Ph.D.  Department of Neurological Surgery, College of Medicine, Dankook University, 201 Manghyang-ro, Dongnam-gu, Cheonan 31116, Korea  Tel : +82-41-550-6280,  Fax : +82-41-550-6034,  E-mail : dkns0212@naver.com • This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0 )     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.J Korean Neurosurg Soc 59  (6) : 628-636, 2016http://dx.doi.org/10.3340/jkns.2016.59.6.628 Copyright © 2016 The Korean Neurosurgical Society  Print ISSN 2005-3711  On-line ISSN 1598-7876 www.jkns.or.kr",Non-OADS,/arxiv_data1/oa_pdf/9d/e2/jkns-59-628.PMC5106364.pdf
"Key Words : Trigeminal neuralgia · Microvascular decompression · Rhizotomy.Clinical Article • Received : May 17, 2016  • Revised : September 26, 2016  • Accepted : September 26, 2016 • Address for reprints : Bong Jin Park, M.D., Ph.D.  Department of Neurosurgery, Kyung Hee University College of Medicine, 26 Kyungheedae-ro, Dongdaemun-gu, Seoul 02447, Korea  Tel : +82-2-958-8385,  Fax : +82-2-958-8380,  E-mail : hyunsong@khmc.or.kr • This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0 )     which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.J Korean Neurosurg Soc 59  (6) : 637-642, 2016http://dx.doi.org/10.3340/jkns.2016.59.6.637 Copyright © 2016 The Korean Neurosurgical Society  Print ISSN 2005-3711  On-line ISSN 1598-7876 www.jkns.or.kr",Non-OADS,/arxiv_data1/oa_pdf/ec/5f/jkns-59-637.PMC5106365.pdf
