Sentence,class,file
Rab1 recruitment of p115 into a cis-SNARE complex: programming budding COPII vesicles for fusion.Science2000; 289:444-8; PMID:10903204; http://dx.doi.org/10.1126/science.289.5478.44417.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
A novel 115-kD peripheral membrane protein is required for intercis-ternal transport in the Golgi stack.J Cell Biol1992; 118:1015-26; P M I D : 1 5 1 2 2 8 7; http://dx.doi.org/10.1083/jcb.118.5.101518.,Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
ER to Golgi transport: Requirement for p115 at a pre-Golgi VTC stage.J Cell Biol1999; 147:1205-22; PM I D :10 6 01335; http://dx.doi.org/10.1083/jcb.147.6.120519.,Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Role of vesicle tethering factors in the ER-Golgi membrane traffic.FEBS Lett2009; 583:3770-83; P M I D : 1 9 8 8 7 0 6 9; http://dx.doi.org/10.1016/j.febslet.2009.10.08321.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Sequential tethering of Golgins and catalysis of SNAREpin assembly by the vesicle-tethering protein p115.J Cell Biol2002; 157:45-62; PMID:11927603; http://dx.doi.org/10.1083/jcb.20011212722.,Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Coupled ER to Golgi transport reconsti-tuted with purified cytosolic proteins.J Cell Biol1997; 139:1097-108; P M I D : 9 3 8 2 8 5 9; http://dx.doi.org/10.1083/jcb.139.5.109723.,Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Initial docking of ER-derived vesicles requires Uso1p and Ypt1p but is independent of SNARE proteins.EMBO J1998; 17:2156-65; P M I D : 9 5 4 5 2 2 9; http://dx.doi.org/10.1093/emboj/17.8.215624.,Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
The RabGTPase Ypt1p and tethering factors couple protein sorting at the ER to vesicle targeting to the Golgi apparatus.Dev Cell2002; 2:307-17; PMID:11879636; http://dx.doi.org/10.1016/S1534-5807(02)00133-825.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
"The interac-tion of two tethering factors, p115 and COG com-plex, is required for Golgi integrity.Traffic2007; 8:270-84; P M I D : 1 7 2 7 4 7 9 9; http://dx.doi.org/10.1111/j.1600-0854.2006.00530.x26.",OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Coat-tether interaction in Golgi organization.MolBiol Cell2008; 19:2830-43; P M I D : 1 8 4 3 4 5 9 7; http://dx.doi.org/10.1091/mbc.E07-12-123627.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Tethering factor P115: A new model for tether-SNARE interactions.Bioarchitecture2012; 2:2; P M I D: 2 2 9 9 2 7 5 1; http://dx.doi.org/10.4161/bioa.2170228.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Identification of a functional domain within the p115 tethering factor that is required for Golgi ribbon assembly and membrane trafficking.J Cell Sci2012; 125:1896-909; P M I D : 2 2 3 2 8 5 1 1; http://dx.doi.org/10.1242/jcs.09057129.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
A cryptic Rab1-binding site in the p115 tethering protein.J BiolChem2005; 280:25840-8; P M I D : 1 5 8 7 8 8 7 3; http://dx.doi.org/10.1074/jbc.M50392520030.,Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Structural and functional analysis of the globular head domain of p115 provides insight into membrane tethering.J MolBiol2009; 391:26-41; P M I D: 1 9 4 1 4 0 2 2; http://dx.doi.org/10.1016/j.jmb.2009.04.06231.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
"The membrane-tethering protein p115 interacts with GBF1, an ARF guanine-nucleotide-exchange factor.EMBO Rep2003; 4:320-5; P M I D : 1 2 6 3 4 8 5 3; http://dx.doi.org/10.1038/sj.embor.embor76232.",Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Evidence that Golgi structure depends on a p115 activity that is independent of the vesicle tether components giantin and GM130.J Cell Biol2001; 155:227-38; P M I D : 1 1 5 9 1 7 2 9; http://dx.doi.org/10.1083/jcb.20010500533.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
COPII-Golgi protein interac-tions regulate COPII coat assembly and Golgi size.J Cell Biol2006; 174:53-63; PMID:16818719; http://dx.doi.org/10.1083/jcb.20060405834.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
"Giantin, a novel conserved Golgi membrane protein containing a cytoplasmic domain of at least 350 kDa.MolBiol Cell1993; 4:679-93; P M I D : 7 6 9 1 2 7 6; http://dx.doi.org/10.1091/mbc.4.7.67935.",Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
A bifunctional bacterial protein links GDI displacement to Rab1 activation.Science2007; 318:974-7; P M I D : 1 7 9 4 7 5 4 9; http://dx.doi.org/10.1126/science.114912136.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Cdc42 GEF Tuba regulates the junctional configuration of simple epithelial cells.J Cell Biol2006; 175:135-46; P M I D : 1 7 0 1 5 6 2 0; http://dx.doi.org/10.1083/jcb.20060501237.,Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Assembly of the ER to Golgi SNARE complex requires Uso1p.J Cell Biol1996; 132:755-67; PMID:8603910; http://dx.doi.org/10.1083/jcb.132.5.75539.,Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
TRAPP stimu-lates guanine nucleotide exchange on Ypt1p.J Cell Biol2000; 151:289-96; PMID:11038176; http://dx.doi.org/10.1083/jcb.151.2.28940.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
"mTrs130 is a component of a mammalian TRAPPII complex, a Rab1 GEF that binds to COPI-coated vesicles.MolBiol Cell2009; 20:4205-15; PMID:19656848; http://dx.doi.org/10.1091/mbc.E09-05-038741.",Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
"The vesicle docking protein p115 binds GM130, a cis-Golgi matrix protein, in a mitoti-cally regulated manner.Cell1997; 89:445-55; PMID:9150144; http://dx.doi.org/10.1016/S0092-8674(00)80225-142.",OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
GM130 and GRASP65-dependent lateral cisternal fusion allows uniform Golgi-enzyme distribution.Nat Cell Biol2006; 8:238-48; P M I D : 1 6 4 8 9 3 4 4; http://dx.doi.org/10.1038/ncb136643.,Non-OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
Yip3 catalyses the dissociation of endosomalRab-GDI complexes.Nature2003; 425:856-9; P M I D : 1 4 5 7 4 4 1 4; http://dx.doi.org/10.1038/nature0205744.,OADS,/arxiv_data1/oa_pdf/1a/bc/cl-3-e27687.PMC4187009.pdf
