Sentence,class,file
"http://dx.doi.org/10.1152/physrev.00029.2009 Fakler, B., and J.P. Adelman.",OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
http://dx.doi.org/10 .1016/j.neuron.2008.09.001,OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1210/ endo-110-2-462 Matthews, E.K.",Non-OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1038/2191369a0 Matthews, E.K., and M. Saffran.",Non-OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1085/jgp.102.2.239 Mlinar, B., B.A.",OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1085/ jgp.102.2.217 Mlinar, B., B.A.",OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1074/jbc.270.36.20942 Mountjoy, K.G., L.S.",Non-OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1126/ science.1325670Natke, E.J.",OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1507/endocrj.K07-015 Payet, M.D., T. Durroux, L. Bilodeau, G. Guillon, and N. Gallo-Payet.",OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1210/en.134.6.2589 Perez-Reyes, E. 2003.",Non-OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1038/36110 Quinn, S.J., M.C.",Non-OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1210/endo-120- 3-903 Segal-Hayoun, Y., A. Cohen, and N. Zilberberg.",Non-OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1016/j.mcn.2009.10.002 Simpson, E.R., and M.R.",OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10.1146/annurev .ph.50.030188.002235 Stewart, P.M., and N.P.",OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
"http://dx.doi.org/10 .1016/0005-2736(85)90423-7 Waterman, M.R.",OADS,/arxiv_data1/oa_pdf/c3/b5/JGP_201310964.PMC3727308.pdf
This article is distributed under the terms of an Attribution–Non - commercial–Share Alike–No Mirror Sites license for the first six months after the publication  date (see http://www.rupress.org/terms).,Non-OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"After six months it is available under a Creative  Commons License (Attribution–Noncommercial–Share Alike 3.0 Unported license, as  described at http://creativecommons.org/licenses/by-nc-sa/3.0/).The Journal of General Physiology",Non-OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
Online supple-mental material is available at http://www.jgp.org/cgi/content/full/jgp.201310996/DC1.,Non-OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"224:213– 232. http://dx.doi.org/10.1111/j.1365-2818.2006.01706.x Boyett, M.R., and A. Roberts.",OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"http://dx.doi.org/10.1016/S0008-6363(00)00135-8 Cha, T.J., J.R. Ehrlich, D. Chartier, X.Y.",OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"http://dx.doi .org/10.1161/CIRCULATIONAHA.105.561738 Christoffels, V.M., G.J.",Non-OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"http://dx.doi.org/10.1161/CIRCRESAHA.109.205419 DiFrancesco, D. 1993.",Non-OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"http://dx.doi.org/10.1146/annurev .ph.55.030193.002323 DiFrancesco, D. 2010.",Non-OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"http://dx.doi.org/10.1161/ CIRCRESAHA.109.208041 DiFrancesco, D., P. Ducouret, and R.B.",Non-OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"http://dx.doi.org/10.1126/science.2916119 Dobrzynski, H., D.D.",OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
http://dx.doi.org/ 10.1177/002215540104901004higher heart rates and recovery times would have been  expected in the presence of increased background sym-pathetic tone in knockout animals.,Non-OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"http://dx.doi.org/10.1016/S0008- 6363(01)00370-4 Mangoni, M.E., and J. Nargeot.",OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"http://dx.doi .org/10.1152/physrev.00018.2007 Mangoni, M.E., B. Couette, E. Bourinet, J. Platzer, D. Reimer, J.  Striessnig, and J. Nargeot.",Non-OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"http://dx.doi .org/10.1113/jphysiol.2004.074047 McMorn, S.O., S.M.",OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"http://dx.doi.org/10.1152/ajpheart.00368.2007 Noma, A., and W. Trautwein.",OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
"http://dx.doi.org/10.1007/BF00584272 Pauza, D.H., V. Skripka, N. Pauziene, and R. Stropus.",Non-OADS,/arxiv_data1/oa_pdf/a7/23/JGP_201310996.PMC3727310.pdf
