Sentence,class,file
"DOI: http://dx.doi.org/10.1142/S2382626615500057 , pp59.",Non-OADS,2003.01027v1.pdf
Available at http://www.corssa.org .,Non-OADS,2003.01027v1.pdf
"[3] P. Mazur, Non-ergodicity of phase functions in certain systems , Physica 43(4), 533 (1969), doi:https://doi.org/10.1016/0031-8914(69)90185-2.",Non-OADS,2003.01035v2.pdf
"Z. Imbrie, V. Ros and A. Scardicchio, Local integrals of motion in many-body localized systems , Annalen der Physik 529(7), 1600278 (2017), doi:https://doi.org/10.1002/andp.201600278.",Non-OADS,2003.01035v2.pdf
"[5] V. Ros, M. M uller and A. Scardicchio, Integrals of motion in the many-body localized phase , Nuclear Physics B 891, 420 (2015), doi:https://doi.org/10.1016/j.nuclphysb.2014.12.014.",OADS,2003.01035v2.pdf
",Observation of dis- crete time-crystalline order in a disordered dipolar many-body system , Nature 543, 221 EP (2017), doi:https://doi.org/10.1038/nature21426.",Non-OADS,2003.01035v2.pdf
"[20] P. Bordia, H. L uschen, U. Schneider, M. Knap and I. Bloch, Periodically driv- ing a many-body localized quantum system , Nature Physics 13, 460 EP (2017), doi:https://doi.org/10.1038/nphys4020.",Non-OADS,2003.01035v2.pdf
"SciPost Physics Submission [38] T. Prosen, Quasilocal conservation laws in xxz spin-1/2 chains: Open, peri- odic and twisted boundary conditions , Nuclear Physics B 886, 1177 (2014), doi:https://doi.org/10.1016/j.nuclphysb.2014.07.024.",Non-OADS,2003.01035v2.pdf
"[41] L. Zadnik, M. Medenjak and T. Prosen, Quasilocal conservation laws from semicyclic irreducible representations of uq(sl2) in xxz spin-1/2 chains , Nuclear Physics B 902, 339 (2016), doi:https://doi.org/10.1016/j.nuclphysb.2015.11.023.",OADS,2003.01035v2.pdf
[46] ITensor Library (version 2.0.11) http://itensor.org .,Non-OADS,2003.01035v2.pdf
"The completely pos- itive maps employed in our sampling algorithm are similar to those used in hidden quantum Markov mod- els (HQMM) (Monras et al., 2010; Srinivasan et al., 1The code used to produce our results can be found at https://github.com/jemisjoky/umps_code .2018), and can likewise be interpreted using concepts from quantum information theory.",Non-OADS,2003.01039v4.pdf
The code for the experiments can be found at https://github.com/jemisjoky/umps_code .,OADS,2003.01039v4.pdf
"The agents need to split into two sub-teams of equal size, with each of them building 1https://github.com/openai/multiagent-particle-envs (a) Coverage  (b) Formation  (c) ParticleSoccer Fig.",Non-OADS,2003.01040v2.pdf
"Moreover, in 2https://github.com/sumitsk/matrl.git 3https://github.com/shariqiqbal2810/MAAC",Non-OADS,2003.01040v2.pdf
"To assess the performance of the proposed method in real environments, we conduct experiments on real hyperspectral 3http://www.ehu.eus/ccwintco/index.php/Hyperspectral Imagery Synth esis tools forMATLAB 4https://www.usgs.gov/labs/spec-lab 0 1 300.5SAD 0.5 201 10 00 (a) 00.20.40.60.81 0 1 300.5SAD 0.5 201 10 00 (b) 00.20.40.60.81 Fig.",Non-OADS,2003.01041v5.pdf
The results are 5http://www.ehu.eus/ccwintco/index.php/Hyperspectral Remote Sensing Scenesshown in Fig.,OADS,2003.01041v5.pdf
"Irvine and E. Wieschaus, “Cell intercalation during drosophila germband extension and its regulation by pair- rule segmentation genes,” Development 120, 827–841 (1994), http://dev.biologists.org/content/120/4/827.full.pdf.",OADS,2003.01042v1.pdf
