Sentence,class,file
"Preprint, http://www.arxiv.org/abs/1211.2435 , (2012).",Non-OADS,1406.2707v1.pdf
"Preprint, http://www.arxiv.org/abs/1211.6564 , (2012).",Non-OADS,1406.2707v1.pdf
"Berkeley, 2006. http://www.arxiv.org/abs/math/0607504 .",Non-OADS,1406.2707v1.pdf
"Errata, http://pages.iu.edu/ ~rdlyons/errata/bases.pdf .",OADS,1406.2707v1.pdf
"Preprint, http://www.arxiv.org/abs/1402.0969 , (2014).",Non-OADS,1406.2707v1.pdf
"4http://www.idris.fr/eng/ada/hw-ada-eng.htmlThecovariance matrixiscomputedusingtheunbiasedsample covariance estimator: /hatwidercov(k1,k2) =1 Ns−1Ns/summationdisplay i=1[ˆPi(k1)−¯P(k1)][ˆPi(k2)−¯P(k2)], (2) whereNsis the number of independent realisations and ¯P(k) =/summationtextNs i=1ˆPi(k)/Nsis the sample mean, with ˆPi(k)the matter power spectrum estimationof the i-threalisation.",OADS,1406.2713v2.pdf
"(2011b), with 12http://exoplanetarchive.ipac.caltech.edu/",Non-OADS,1406.2718v1.pdf
"2011), column 5 gives the redshift as reported in the NASA/IPAC Extragalactic Database (NED)1, and columns 1http://nedwww.ipac.caltech.edu 3",OADS,1406.2719v1.pdf
6 and 7 are the right ascension and declina- tion of the object as retrieved by Simbad and reported in http://heasarc.gsfc.nasa.gov .,Non-OADS,1406.2719v1.pdf
2http://fermi.gsfc.nasa.gov/ssc/2.3.,OADS,1406.2719v1.pdf
The back- 3http://www.swift.ac.uk/analysis/xrt/pileup.php .,Non-OADS,1406.2719v1.pdf
bInformation taken from the NASA/IPAC Extragalactic Databa se (http://nedwww.ipac.caltech.edu/ ).,OADS,1406.2719v1.pdf
cSimbad resolver as reported in http://heasarc.gsfc.nasa.gov .,OADS,1406.2719v1.pdf
dThe Small and Moderate Aperture Research Telescope System ( SMARTS) daily monitoring program; refer to http://www.astro.yale.edu/smarts/ .,Non-OADS,1406.2719v1.pdf
The Calar Alto Observatory is jointly operated by the Max-Planck-Institutf¨ urAstronomieandtheInsti- tutode Astrof´ ısicadeAndaluc´ ıa-CSIC.Thisstudy is partly based on data taken and assembled by the WEBT collaborationand stored in the WEBT archive at the OsservatorioAstronomico di Torino - INAF (http://www.oato.inaf.it/blazars/webt/).,OADS,1406.2719v1.pdf
"Next, we validate the LVGGM assumptions on a monthly 1http://movielens.org 20",Non-OADS,1406.2721v1.pdf
2http://people.csail.mit.edu/myungjin/latentTree.html 21,Non-OADS,1406.2721v1.pdf
"This assumption is not as arbitrary as it may seem: to assess potential correlation between the t wo quantities, we accessed data from a study (Nitcheva et al., 2007) of 91 diﬀerent chemical carcinogens archived in the U. S. EPA’s Integrated Risk Information System (IRIS: see http://www.epa.gov/iris ).",OADS,1406.2725v1.pdf
"WebeganwiththeBMD targetparameter, ξ: anoralNoObserved Adverse Eﬀect Level(NOAEL)forlong-termcumeneexposureinrodentswasgive nbytheEPAIRISwebsite (http://www.epa.gov/iris/subst/0306.htm ) as 110 mg/kg-day.",OADS,1406.2725v1.pdf
" 1 Review Article  [Accepted for publication: The Scientific World Journal, v2014, 41 pages,                                        article ID 384912; printed in June 2014 http://dx.doi.org/10.1155/2014/384912]   The Natural Science Underlying Big History Eric J. Chaisson Harvard-Smithsonian Center for Astrophysics Harvard University, Cambridge, Massachusetts 02138 USA ejchaisson@cfa.harvard.edu  Abstract      Nature’s many varied complex systems—including galaxies, stars, planets, life, and society—are islands of order within the increasingly disordered Universe.",Non-OADS,1406.2730v1.pdf
" 77  [19] D. Berry, J. Palfreman and E. Chaisson, “Cosmic Origins” and “The Arrow of Time”, two educational films, 2007: https://www.cfa.harvard.edu/~ejchaisson/cosmic_evolution/docs/fr_1/fr_1_intro_movies.html  [20] E. Chaisson, Cosmic Evolution: From Big Bang to Humankind, Harvard University course web site, 2013: https://www.cfa.harvard.edu/~ejchaisson/cosmic_evolution/docs/splash.html  [21] E. Chaisson, Cosmic Evolution, Harvard University course syllabus, 2013: https://www.cfa.harvard.edu/~ejchaisson/current_teaching.pdf  [22] E.J.",Non-OADS,1406.2730v1.pdf
"Ainsworth, Compendium of Physical Activity Tracking Guide, 2011, accessed Feb 2013: http://prevention.sph.sc.edu/tools/docs/documents_compendium.pdf    [145] M. Por, “Energy in the animal kingdom,” Integrative Zoology, in press.",Non-OADS,1406.2730v1.pdf
"[206] USAF Factsheets for various aircraft, accessed Sep 2013: http://www.af.mil/AboutUs/FactSheets.aspx   [207] G. Nicolis and I. Prigogine, Exploring Complexity, San Francisco: W.H.",OADS,1406.2730v1.pdf
http://www.ncdc.noaa.gov/oa/climate/research/ushcn/ 1951 13.1 1961 12.9 1971 13.2 1981 12.5 1991 14.3 2001 13.7 1952 13.4 1962 12.3 1972 12.8 1982 12.7 1992 12.5 2002 14.3 1953 14.4 1963 12.4 1973 13.7 1983 12.8 1993 13.2 2003 13.0 1954 13.7 1964 13.2 1974 13.3 1984 13.0 1994 13.2 2004 13.6 1955 12.6 1965 12.7 1975 13.0 1985 13.6 1995 13.2 2005 13.7 1956 13.1 1966 12.4 1976 12.6 1986 13.4 1996 12.6 2006 14.2 1957 13.3 1967 12.3 1977 13.1 1987 13.4 1997 13.0 2007 14.1 1958 12.1 1968 12.8 1978 12.3 1988 12.6 1998 14.7 2008 13.7 1959 13.6 1969 12.5 1979 12.5 1989 12.9 1999 13.9 2009 13.2 1960 12.6 1970 13.1 1980 12.7 1990 14.3 2000 13.0 2010 14.2 Next we explore the data that are samples from the Case (iv) functional values.,Non-OADS,1406.2731v1.pdf
\protect\vrule width0pt\protect\href{http://www.causeweb.org/workshop/jmm12_modeling/}{http://www.causeweb.org/workshop/jmm12_modeling/}.,OADS,1406.2731v1.pdf
\protect\vrule width0pt\protect\href{http://books.google.com/books?id=WyQOAAAAQAAJ}{http://books.google.com/books?id=WyQOAAAAQAAJ}&printsec=frontcover&source =gbs_ge_summary_r&cad=0#v=onepage&q&f=false 8.,Non-OADS,1406.2731v1.pdf
\protect\vrule width0pt\protect\href{http://books.google.com/books?id=Tm0FAAAAQAAJ}{http://books.google.com/books?id=Tm0FAAAAQAAJ}&printsec=frontcover&source =gbs_ge_summary_r&cad=0#v=onepage&q&f=true 9.,Non-OADS,1406.2731v1.pdf
"http://caffe.berkeleyvision.org/ ,2013.",Non-OADS,1406.2732v1.pdf
2014. http://arxiv.org/abs/1401.5504.,Non-OADS,1406.2741v1.pdf
2000. http://arxiv.org/abs/quant- ph/0001106.,OADS,1406.2741v1.pdf
2014. https://plus.google.com/+QuantumAILab/posts/DymNo8DzAYi.,Non-OADS,1406.2741v1.pdf
2014. http://arxiv.org/abs/1401.2910.,Non-OADS,1406.2741v1.pdf
2013. http://www.archduke.org/stu/d-wave-comment-on-comparison- with-classical-computers/.,Non-OADS,1406.2741v1.pdf
"DARPA Robotics Challenge, https://www.fbo.gov/spg/ODA/DARPA/CMO/  DARPA -BAA - 12-39/listing.html   2.",Non-OADS,1406.2744v1.pdf
"Google Official Blog, http://googleblog.blogspot.com.au/2010/10/what -were -driving - at.html#!/2010/10/what -were -driving -at.html   3.",Non-OADS,1406.2744v1.pdf
(The PDF version can be obtained online at http://farside.ph.utexas.edu/teaching/ plasma/plasma.html ).,Non-OADS,1406.2745v1.pdf
"1Twitter, as opposed to other major OSNs, does not require users to provide real names; pseudonyms are accepted as long as they do not impersonate other users accounts https://support.twitter.com/entries/18311 2Clearly, the denition of illegal activities varies widely from country to country.",Non-OADS,1406.2746v2.pdf
"As a sanity check, we rst assessed NB's performance with Dual without mixing in tweets 7https://dev.twitter.com/ and https://github.com/sixohsix/twitter 12",Non-OADS,1406.2746v2.pdf
"\Twitter Blog,"" https://blog.twitter.com/2013/celebrating-twitter7.",Non-OADS,1406.2746v2.pdf
10Accessible via: https://dev.twitter.com/docs/api/1.1/get/search/tweets 16,Non-OADS,1406.2746v2.pdf
"\Netix,"" http://www.netix.com.",Non-OADS,1406.2746v2.pdf
"In addition to these components, the diuse outer component with its low surface brightness 7http://ulyss.univ-lyon1.fr c2014 RAS, MNRAS 000, 1{8",Non-OADS,1406.2747v1.pdf
The SDSS Web Site is http://www.sdss.org.,Non-OADS,1406.2747v1.pdf
"http://arxiv.org/abs/1306.1925 ,  (2013).",Non-OADS,1406.2749v1.pdf
Our implementation is available at https://github.com/jbornschein/reweighted-ws/ .,Non-OADS,1406.2751v4.pdf
http://www.cs.toronto.edu/ ˜larocheh/ public/datasets/binarized_mnist/binarized_mnist_[train|valid|test].amat .,Non-OADS,1406.2751v4.pdf
"[8] J. L. Ram´ ırez, Incomplete generalized Fibonacci and Lu cas polynomials, pre-print, http://arxiv.org/abs/1308.",Non-OADS,1406.2755v1.pdf
"A. Sloane, On-line Encyclopedia of Integer Sequen ces, http://oeis.org, 2010.",Non-OADS,1406.2755v1.pdf
http://dicom.offis.de/dcmtk.,Non-OADS,1406.2756v2.pdf
"Society, Prin- ciples of computerized tomographic imaging (IEEE Press, New York, 1988) http://www.slaney.org/pct/pct-toc.html .",Non-OADS,1406.2756v2.pdf
"P. Coelho, Journal of Open Research Software 1(2013), http://dx.doi.org/10.5334/jors.ac.",Non-OADS,1406.2756v2.pdf
